kmer	event_sum	flk_behaviour	my0_intactk_sum	my1_intactk_sum	otherk	my0_otherk_sum	my1_otherk_sum	event
kmer177	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842024 1868724 1899638 1974249 2155123 2399044  | StartL_sd: 153553  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363392 1847857 1882092 1981190 2206632 2294784  | StartL_sd: 174248  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807779 1816697 1816739 1849494 1817770 2297938  | StartL_sd: 97023  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313536 314588 315636 315328 315637 316696	StartL_stat: 2207708 2207708 2207708 2207708 2207708 2207708  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300456 300456 300456 300456 300456 300456	inversion
kmer176	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842028 1868728 1899642 1974251 2155119 2399048  | StartL_sd: 153549  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363388 1847861 1882096 1981191 2206628 2294780  | StartL_sd: 174245  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807783 1816701 1816743 1849498 1817774 2297934  | StartL_sd: 97021  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313532 314584 315632 315324 315633 316692	StartL_stat: 2207704 2207704 2207704 2207704 2207704 2207704  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300452 300452 300452 300452 300452 300452	inversion
kmer174	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844333 1871032 1901947 1975118 2152814 2401353  | StartL_sd: 152172  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361083 1850166 1884402 1982072 2204323 2292475  | StartL_sd: 172136  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808026 2131354 2132406 2110549 2133448 2322934  | StartL_sd: 89662  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313464 314516 315564 315256 315565 316624	StartL_stat: 1907198 1907198 1907198 1907198 1907198 1907198  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300384 300384 300384 300384 300384 300384	inversion
kmer172	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842121 1868821 1899735 1974292 2155026 2399141  | StartL_sd: 153475  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363295 1847954 1882190 1981215 2206535 2294687  | StartL_sd: 174163  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807876 1816794 1816836 1849574 1817868 2297841  | StartL_sd: 96971  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313439 314491 315539 315231 315540 316599	StartL_stat: 2207611 2207611 2207611 2207611 2207611 2207611  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300359 300359 300359 300359 300359 300359	inversion
kmer171	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842020 1868720 1899634 1974247 2155127 2399040  | StartL_sd: 153556  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363396 1847853 1882088 1981189 2206636 2294788  | StartL_sd: 174252  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807775 1816693 1816735 1849491 1817766 2297942  | StartL_sd: 97026  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313540 314592 315640 315332 315641 316700	StartL_stat: 2207712 2207712 2207712 2207712 2207712 2207712  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300460 300460 300460 300460 300460 300460	inversion
kmer170	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842021 1868721 1899635 1974248 2155126 2399041  | StartL_sd: 153555  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363395 1847854 1882090 1981189 2206635 2294787  | StartL_sd: 174251  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807776 1816694 1816736 1849492 1817768 2297941  | StartL_sd: 97025  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313539 314591 315639 315331 315640 316699	StartL_stat: 2207711 2207711 2207711 2207711 2207711 2207711  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300459 300459 300459 300459 300459 300459	inversion
kmer17	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842057 1868757 1899671 1974264 2155090 2399077  | StartL_sd: 153526  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363359 1847890 1882126 1981198 2206599 2294751  | StartL_sd: 174219  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807812 1816730 1816772 1849522 1817804 2297905  | StartL_sd: 97006  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313503 314555 315603 315295 315604 316663	StartL_stat: 2207675 2207675 2207675 2207675 2207675 2207675  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300423 300423 300423 300423 300423 300423	inversion
kmer167	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842118 1868818 1899732 1974290 2155029 2399138  | StartL_sd: 153477  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363298 1847951 1882186 1981214 2206538 2294690  | StartL_sd: 174165  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807873 1816791 1816833 1849572 1817864 2297844  | StartL_sd: 96973  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313442 314494 315542 315234 315543 316602	StartL_stat: 2207614 2207614 2207614 2207614 2207614 2207614  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300362 300362 300362 300362 300362 300362	inversion
kmer166	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844246 1870945 1901860 1975079 2152901 2401266  | StartL_sd: 152241  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361170 1850079 1884314 1982049 2204410 2292562  | StartL_sd: 172213  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807939 2131440 2132493 2110621 2133534 2323021  | StartL_sd: 89709  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313551 314603 315651 315343 315652 316711	StartL_stat: 1907111 1907111 1907111 1907111 1907111 1907111  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300471 300471 300471 300471 300471 300471	inversion
kmer165	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844267 1870966 1901881 1975089 2152880 2401287  | StartL_sd: 152225  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361149 1850100 1884336 1982055 2204389 2292541  | StartL_sd: 172194  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807960 2131420 2132472 2110604 2133514 2323000  | StartL_sd: 89698  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313530 314582 315630 315322 315631 316690	StartL_stat: 1907132 1907132 1907132 1907132 1907132 1907132  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300450 300450 300450 300450 300450 300450	inversion
kmer164	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844252 1870951 1901866 1975082 2152895 2401272  | StartL_sd: 152236  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361164 1850085 1884320 1982051 2204404 2292556  | StartL_sd: 172208  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807945 2131434 2132487 2110616 2133528 2323015  | StartL_sd: 89706  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313545 314597 315645 315337 315646 316705	StartL_stat: 1907117 1907117 1907117 1907117 1907117 1907117  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300465 300465 300465 300465 300465 300465	inversion
kmer163	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844311 1871010 1901925 1975108 2152836 2401331  | StartL_sd: 152190  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361105 1850144 1884380 1982066 2204345 2292497  | StartL_sd: 172156  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808004 2131376 2132428 2110567 2133470 2322956  | StartL_sd: 89674  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313486 314538 315586 315278 315587 316646	StartL_stat: 1907176 1907176 1907176 1907176 1907176 1907176  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300406 300406 300406 300406 300406 300406	inversion
kmer162	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844272 1870971 1901886 1975091 2152875 2401292  | StartL_sd: 152221  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361144 1850105 1884340 1982056 2204384 2292536  | StartL_sd: 172190  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807965 2131414 2132467 2110600 2133508 2322995  | StartL_sd: 89695  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313525 314577 315625 315317 315626 316685	StartL_stat: 1907137 1907137 1907137 1907137 1907137 1907137  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300445 300445 300445 300445 300445 300445	inversion
kmer158	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842079 1868779 1899693 1974273 2155068 2399099  | StartL_sd: 153509  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363337 1847912 1882148 1981204 2206577 2294729  | StartL_sd: 174200  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807834 1816752 1816794 1849540 1817826 2297883  | StartL_sd: 96994  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313481 314533 315581 315273 315582 316641	StartL_stat: 2207653 2207653 2207653 2207653 2207653 2207653  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300401 300401 300401 300401 300401 300401	inversion
kmer157	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842039 1868739 1899653 1974256 2155108 2399059  | StartL_sd: 153541  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363377 1847872 1882108 1981194 2206617 2294769  | StartL_sd: 174235  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807794 1816712 1816754 1849507 1817786 2297923  | StartL_sd: 97015  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313521 314573 315621 315313 315622 316681	StartL_stat: 2207693 2207693 2207693 2207693 2207693 2207693  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300441 300441 300441 300441 300441 300441	inversion
kmer154	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844305 1871004 1901919 1975105 2152842 2401325  | StartL_sd: 152194  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361111 1850138 1884374 1982064 2204351 2292503  | StartL_sd: 172161  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807998 2131382 2132434 2110572 2133476 2322962  | StartL_sd: 89677  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313492 314544 315592 315284 315593 316652	StartL_stat: 1907170 1907170 1907170 1907170 1907170 1907170  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300412 300412 300412 300412 300412 300412	inversion
kmer153	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844340 1871039 1901954 1975121 2152807 2401360  | StartL_sd: 152167  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361076 1850173 1884408 1982073 2204316 2292468  | StartL_sd: 172130  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808033 2131346 2132399 2110543 2133440 2322927  | StartL_sd: 89659  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313457 314509 315557 315249 315558 316617	StartL_stat: 1907205 1907205 1907205 1907205 1907205 1907205  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300377 300377 300377 300377 300377 300377	inversion
kmer151	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844264 1870963 1901878 1975087 2152883 2401284  | StartL_sd: 152227  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361152 1850097 1884332 1982054 2204392 2292544  | StartL_sd: 172197  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807957 2131422 2132475 2110606 2133516 2323003  | StartL_sd: 89699  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313533 314585 315633 315325 315634 316693	StartL_stat: 1907129 1907129 1907129 1907129 1907129 1907129  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300453 300453 300453 300453 300453 300453	inversion
kmer15	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844318 1871017 1901932 1975111 2152829 2401338  | StartL_sd: 152184  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361098 1850151 1884386 1982068 2204338 2292490  | StartL_sd: 172150  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808011 2131368 2132421 2110562 2133462 2322949  | StartL_sd: 89670  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313479 314531 315579 315271 315580 316639	StartL_stat: 1907183 1907183 1907183 1907183 1907183 1907183  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300399 300399 300399 300399 300399 300399	inversion
kmer149	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842049 1868749 1899663 1974260 2155098 2399069  | StartL_sd: 153533  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363367 1847882 1882118 1981196 2206607 2294759  | StartL_sd: 174226  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807804 1816722 1816764 1849515 1817796 2297913  | StartL_sd: 97010  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313511 314563 315611 315303 315612 316671	StartL_stat: 2207683 2207683 2207683 2207683 2207683 2207683  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300431 300431 300431 300431 300431 300431	inversion
kmer145	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844239 1870938 1901853 1975076 2152908 2401259  | StartL_sd: 152247  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361177 1850072 1884308 1982047 2204417 2292569  | StartL_sd: 172219  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807932 2131448 2132500 2110627 2133542 2323028  | StartL_sd: 89713  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313558 314610 315658 315350 315659 316718	StartL_stat: 1907104 1907104 1907104 1907104 1907104 1907104  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300478 300478 300478 300478 300478 300478	inversion
kmer144	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842089 1868789 1899703 1974278 2155058 2399109  | StartL_sd: 153501  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363327 1847922 1882158 1981207 2206567 2294719  | StartL_sd: 174191  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807844 1816762 1816804 1849548 1817836 2297873  | StartL_sd: 96988  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313471 314523 315571 315263 315572 316631	StartL_stat: 2207643 2207643 2207643 2207643 2207643 2207643  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300391 300391 300391 300391 300391 300391	inversion
kmer143	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844352 1871051 1901966 1975126 2152795 2401372  | StartL_sd: 152157  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361064 1850185 1884420 1982076 2204304 2292456  | StartL_sd: 172120  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808045 2131334 2132387 2110533 2133428 2322915  | StartL_sd: 89652  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313445 314497 315545 315237 315546 316605	StartL_stat: 1907217 1907217 1907217 1907217 1907217 1907217  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300365 300365 300365 300365 300365 300365	inversion
kmer141	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842013 1868713 1899627 1974244 2155134 2399033  | StartL_sd: 153562  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363403 1847846 1882082 1981187 2206643 2294795  | StartL_sd: 174258  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807768 1816686 1816728 1849485 1817760 2297949  | StartL_sd: 97029  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313547 314599 315647 315339 315648 316707	StartL_stat: 2207719 2207719 2207719 2207719 2207719 2207719  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300467 300467 300467 300467 300467 300467	inversion
kmer140	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844298 1870997 1901912 1975102 2152849 2401318  | StartL_sd: 152200  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361118 1850131 1884366 1982063 2204358 2292510  | StartL_sd: 172167  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807991 2131388 2132441 2110578 2133482 2322969  | StartL_sd: 89681  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313499 314551 315599 315291 315600 316659	StartL_stat: 1907163 1907163 1907163 1907163 1907163 1907163  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300419 300419 300419 300419 300419 300419	inversion
