genome	case_control	kmer	StartL	EndL	StartR	EndR	mybehave	intactk_orien	flk_dist
J591	0	kmer24	2208766	2208613	2206559	2206529	intact_k	intactk_rev	2054
J592	1	kmer24	2209035	2208882	2206828	2206798	intact_k	intactk_rev	2054
J595	0	kmer24	2207718	2207565	2205511	2205481	intact_k	intactk_rev	2054
J597	0	kmer24	1816867	1817020	2133763	2133733	mv&flp	NA	316713
J598	0	kmer24	1815638	1815791	2132534	2132504	mv&flp	NA	316713
J600	0	kmer24	1899598	1899751	1901805	1901835	intact_k	intactk_fwd	2054
J601	0	kmer24	1817727	1817880	2134623	2134593	mv&flp	NA	316713
J604	0	kmer24	2153853	2153700	2151646	2151616	intact_k	intactk_rev	2054
J608	0	kmer24	1848864	1849017	1851071	1851101	intact_k	intactk_fwd	2054
J609	0	kmer24	1817737	1817890	2133584	2133554	mv&flp	NA	315664
J610	0	kmer24	1849920	1850073	1852127	1852157	intact_k	intactk_fwd	2054
J612	0	kmer24	1848867	1849020	1851074	1851104	intact_k	intactk_fwd	2054
J616	0	kmer24	1816688	1816841	2132529	2132499	mv&flp	NA	315658
J618	0	kmer24	1815636	1815789	2131481	2131451	mv&flp	NA	315662
J619	0	kmer24	1868684	1868837	1870891	1870921	intact_k	intactk_fwd	2054
J620	0	kmer24	1870772	1870925	1872979	1873009	intact_k	intactk_fwd	2054
J622	0	kmer24	1867645	1867798	1869852	1869882	intact_k	intactk_fwd	2054
J623	0	kmer24	1816694	1816847	2132550	2132520	mv&flp	NA	315673
J625	0	kmer24	1903560	1903713	1905767	1905797	intact_k	intactk_fwd	2054
J628	0	kmer24	2207988	2207835	2205781	2205751	intact_k	intactk_rev	2054
J631	0	kmer24	1815639	1815792	2129388	2129358	mv&flp	NA	313566
J632	0	kmer24	2207997	2207844	2205790	2205760	intact_k	intactk_rev	2054
J638	0	kmer24	2207995	2207842	2205788	2205758	intact_k	intactk_rev	2054
J650	1	kmer24	2207991	2207838	2205784	2205754	intact_k	intactk_rev	2054
J656	0	kmer24	2209045	2208892	2206838	2206808	intact_k	intactk_rev	2054
J662	0	kmer24	1848889	1849042	1851096	1851126	intact_k	intactk_fwd	2054
J667	0	kmer24	2209035	2208882	2206828	2206798	intact_k	intactk_rev	2054
J672	1	kmer24	1849913	1850066	1852120	1852150	intact_k	intactk_fwd	2054
J673	0	kmer24	2207986	2207833	2205779	2205749	intact_k	intactk_rev	2054
J680	0	kmer24	2155942	2155789	2153735	2153705	intact_k	intactk_rev	2054
J690	0	kmer24	2121660	2121507	1807906	1807936	mv&flp	NA	313571
J701	1	kmer24	1815622	1815775	1817829	1817859	intact_k	intactk_fwd	2054
J705	1	kmer24	1846711	1846864	1848918	1848948	intact_k	intactk_fwd	2054
J733	0	kmer24	1848758	1848911	1850965	1850995	intact_k	intactk_fwd	2054
J736	0	kmer24	1818764	1818917	2134609	2134579	mv&flp	NA	315662
J741	0	kmer24	1856316	1856469	2173199	2173169	mv&flp	NA	316700
J747	0	kmer24	2121652	2121499	1807897	1807927	mv&flp	NA	313572
J748	0	kmer24	2121651	2121498	1807899	1807929	mv&flp	NA	313569
J761	0	kmer24	1818785	1818938	2133583	2133553	mv&flp	NA	314615
J764	0	kmer24	1815641	1815794	2130447	2130417	mv&flp	NA	314623
J782	0	kmer24	1815603	1815756	2131445	2131415	mv&flp	NA	315659
J800	1	kmer24	1815635	1815788	1817842	1817872	intact_k	intactk_fwd	2054
J802	0	kmer24	1816659	1816812	2131457	2131427	mv&flp	NA	314615
J805	0	kmer24	1817738	1817891	2133583	2133553	mv&flp	NA	315662
J810	0	kmer24	1848883	1849036	1851090	1851120	intact_k	intactk_fwd	2054
J820	0	kmer24	1814653	1814806	2131549	2131519	mv&flp	NA	316713
J836	0	kmer24	1816684	1816837	2131479	2131449	mv&flp	NA	314612
J844	0	kmer24	1816682	1816835	2132537	2132507	mv&flp	NA	315672
J848	0	kmer24	1817732	1817885	2132529	2132499	mv&flp	NA	314614
J856	0	kmer24	2127945	2127792	1813147	1813177	mv&flp	NA	314615
J865	0	kmer24	1815641	1815794	2130437	2130407	mv&flp	NA	314613
J866	0	kmer24	1816695	1816848	2130441	2130411	mv&flp	NA	313563
J867	0	kmer24	1898546	1898699	1900753	1900783	intact_k	intactk_fwd	2054
J876	0	kmer24	2175769	2175616	2173562	2173532	intact_k	intactk_rev	2054
J884	0	kmer24	1869744	1869897	1871951	1871981	intact_k	intactk_fwd	2054
J888	0	kmer24	1868697	1868850	1870904	1870934	intact_k	intactk_fwd	2054
K003	0	kmer24	1816679	1816832	2131472	2131442	mv&flp	NA	314610
K005	0	kmer24	1816685	1816838	2131481	2131451	mv&flp	NA	314613
K014	0	kmer24	1818787	1818940	2133583	2133553	mv&flp	NA	314613
C505	1	kmer22	1846911	1846962	1849016	1849148	intact_k	intactk_fwd	2054
C549	1	kmer22	1846885	1846936	1848990	1849122	intact_k	intactk_fwd	2054
C569	1	kmer22	2208676	2208625	2206571	2206439	intact_k	intactk_rev	2054
C571	1	kmer22	2208682	2208631	2206577	2206445	intact_k	intactk_rev	2054
C734	1	kmer22	1897625	1897676	1899730	1899862	intact_k	intactk_fwd	2054
C742	1	kmer22	1847937	1847988	1850042	1850174	intact_k	intactk_fwd	2054
C756	1	kmer22	2208667	2208616	2206562	2206430	intact_k	intactk_rev	2054
C757	1	kmer22	1847929	1847980	1850034	1850166	intact_k	intactk_fwd	2054
C871	1	kmer22	2203398	2203347	2201293	2201161	intact_k	intactk_rev	2054
C934	1	kmer22	1847932	1847983	1850037	1850169	intact_k	intactk_fwd	2054
C958	1	kmer22	2202525	2202474	2200420	2200288	intact_k	intactk_rev	2054
C975	1	kmer22	1848033	1848084	1850138	1850270	intact_k	intactk_fwd	2054
D175	1	kmer22	1851101	1851152	1853206	1853338	intact_k	intactk_fwd	2054
D236	1	kmer22	2155841	2155790	2153736	2153604	intact_k	intactk_rev	2054
D321	1	kmer22	1845836	1845887	1847941	1848073	intact_k	intactk_fwd	2054
D322	1	kmer22	1845824	1845875	1847929	1848061	intact_k	intactk_fwd	2054
D422	1	kmer22	1847932	1847983	1850037	1850169	intact_k	intactk_fwd	2054
D502	1	kmer22	2206580	2206529	2204475	2204343	intact_k	intactk_rev	2054
D521	1	kmer22	1844735	1844786	1846840	1846972	intact_k	intactk_fwd	2054
D665	1	kmer22	1846886	1846937	1848991	1849123	intact_k	intactk_fwd	2054
D717	1	kmer22	2205518	2205467	2203413	2203281	intact_k	intactk_rev	2054
D735	1	kmer22	2206563	2206512	2204458	2204326	intact_k	intactk_rev	2054
D799	1	kmer22	2206570	2206519	2204465	2204333	intact_k	intactk_rev	2054
D800	1	kmer22	2204467	2204416	2202362	2202230	intact_k	intactk_rev	2054
D869	1	kmer22	1847857	1847908	1849962	1850094	intact_k	intactk_fwd	2054
D879	1	kmer22	2208670	2208619	2206565	2206433	intact_k	intactk_rev	2054
D919	1	kmer22	1848983	1849034	1851088	1851220	intact_k	intactk_fwd	2054
D925	1	kmer22	1847931	1847982	1850036	1850168	intact_k	intactk_fwd	2054
E024	1	kmer22	2206565	2206514	2204460	2204328	intact_k	intactk_rev	2054
E025	1	kmer22	2206566	2206515	2204461	2204329	intact_k	intactk_rev	2054
E087	1	kmer22	2206569	2206518	2204464	2204332	intact_k	intactk_rev	2054
E140	1	kmer22	1845806	1845857	1847911	1848043	intact_k	intactk_fwd	2054
E150	1	kmer22	1847949	1848000	1850054	1850186	intact_k	intactk_fwd	2054
E153	1	kmer22	1848975	1849026	1851080	1851212	intact_k	intactk_fwd	2054
E191	1	kmer22	1852120	1852171	1854225	1854357	intact_k	intactk_fwd	2054
E194	1	kmer22	1845833	1845884	1847938	1848070	intact_k	intactk_fwd	2054
E198	1	kmer22	1847921	1847972	1850026	1850158	intact_k	intactk_fwd	2054
E365	1	kmer22	1846895	1846946	1849000	1849132	intact_k	intactk_fwd	2054
E368	1	kmer22	1847919	1847970	1850024	1850156	intact_k	intactk_fwd	2054
E530	1	kmer22	1902854	1902905	1904959	1905091	intact_k	intactk_fwd	2054
E537	1	kmer22	1852129	1852180	1854234	1854366	intact_k	intactk_fwd	2054
E541	1	kmer22	2209718	2209667	2207613	2207481	intact_k	intactk_rev	2054
E555	1	kmer22	1845837	1845888	1847942	1848074	intact_k	intactk_fwd	2054
E587	1	kmer22	1843169	1843220	1845274	1845406	intact_k	intactk_fwd	2054
E602	1	kmer22	2209705	2209654	2207600	2207468	intact_k	intactk_rev	2054
E809	1	kmer22	1846879	1846930	1848984	1849116	intact_k	intactk_fwd	2054
E898	1	kmer22	2206555	2206504	2204450	2204318	intact_k	intactk_rev	2054
E945	1	kmer22	1929162	1929213	1955062	1955194	intact_k	intactk_fwd	25849
E976	1	kmer22	1915373	1915424	1941273	1941405	intact_k	intactk_fwd	25849
F011	1	kmer22	2206565	2206514	2204460	2204328	intact_k	intactk_rev	2054
F013	1	kmer22	2205613	2205562	2203508	2203376	intact_k	intactk_rev	2054
F034	1	kmer22	1903396	1903447	1905501	1905633	intact_k	intactk_fwd	2054
F501	1	kmer22	2151658	2151607	2149553	2149421	intact_k	intactk_rev	2054
F569	1	kmer22	2152707	2152656	2150602	2150470	intact_k	intactk_rev	2054
F578	1	kmer22	2146460	2146409	2144355	2144223	intact_k	intactk_rev	2054
F580	1	kmer22	1845832	1845883	1847937	1848069	intact_k	intactk_fwd	2054
F657	1	kmer22	1846838	1846889	1848943	1849075	intact_k	intactk_fwd	2054
F658	1	kmer22	1850073	1850124	1852178	1852310	intact_k	intactk_fwd	2054
F670	1	kmer22	1845837	1845888	1847942	1848074	intact_k	intactk_fwd	2054
F684	1	kmer22	1845841	1845892	1847946	1848078	intact_k	intactk_fwd	2054
F687	1	kmer22	1900760	1900811	1902865	1902997	intact_k	intactk_fwd	2054
F778	1	kmer22	1935633	1935684	1937738	1937870	intact_k	intactk_fwd	2054
F934	1	kmer22	1850029	1850080	1852134	1852266	intact_k	intactk_fwd	2054
F948	1	kmer22	2038257	2038308	2040362	2040494	intact_k	intactk_fwd	2054
F954	0	kmer22	1888310	1888259	1862412	1862280	intact_k	intactk_rev	25847
G057	1	kmer22	1850034	1850085	1852139	1852271	intact_k	intactk_fwd	2054
G085	1	kmer22	1848978	1849029	1851083	1851215	intact_k	intactk_fwd	2054
G102	1	kmer22	1848988	1849039	1851093	1851225	intact_k	intactk_fwd	2054
G807	1	kmer22	2206569	2206518	2204464	2204332	intact_k	intactk_rev	2054
G965	1	kmer22	1845833	1845884	1847938	1848070	intact_k	intactk_fwd	2054
H034	1	kmer22	2294709	2294658	2292604	2292472	intact_k	intactk_rev	2054
H320	1	kmer22	2158989	2158938	2156884	2156752	intact_k	intactk_rev	2054
H348	1	kmer22	1815745	1815796	1817850	1817982	intact_k	intactk_fwd	2054
H361	1	kmer22	2154778	2154727	2152673	2152541	intact_k	intactk_rev	2054
H378	0	kmer22	1868795	1868846	1870900	1871032	intact_k	intactk_fwd	2054
H520	1	kmer22	1848987	1849038	1851092	1851224	intact_k	intactk_fwd	2054
H533	1	kmer22	1816800	1816851	1818905	1819037	intact_k	intactk_fwd	2054
H540	0	kmer22	1815751	1815802	2131505	2131373	mv&flp	NA	315571
H541	1	kmer22	2206571	2206520	2204466	2204334	intact_k	intactk_rev	2054
H559	0	kmer22	1868798	1868849	1870903	1871035	intact_k	intactk_fwd	2054
H561	1	kmer22	2250789	2250738	2248684	2248552	intact_k	intactk_rev	2054
H564	1	kmer22	1847934	1847985	1850039	1850171	intact_k	intactk_fwd	2054
H579	1	kmer22	1847934	1847985	1850039	1850171	intact_k	intactk_fwd	2054
H624	1	kmer22	1899712	1899763	1901817	1901949	intact_k	intactk_fwd	2054
H637	0	kmer22	1852119	1852170	1854224	1854356	intact_k	intactk_fwd	2054
H639	1	kmer22	1934598	1934649	1936703	1936835	intact_k	intactk_fwd	2054
H640	1	kmer22	1934597	1934648	1936702	1936834	intact_k	intactk_fwd	2054
H642	1	kmer22	1847921	1847972	1850026	1850158	intact_k	intactk_fwd	2054
H665	0	kmer22	1817844	1817895	2133589	2133457	mv&flp	NA	315562
H672	1	kmer22	1848967	1849018	1851072	1851204	intact_k	intactk_fwd	2054
H677	0	kmer22	1851080	1851131	1853185	1853317	intact_k	intactk_fwd	2054
H681	0	kmer22	1846885	1846936	1848990	1849122	intact_k	intactk_fwd	2054
H682	1	kmer22	2207633	2207582	1907069	1907201	mv&flp	NA	300381
H697	0	kmer22	1898667	1898718	1900772	1900904	intact_k	intactk_fwd	2054
H698	0	kmer22	1898667	1898718	1900772	1900904	intact_k	intactk_fwd	2054
H703	1	kmer22	1846878	1846929	1848983	1849115	intact_k	intactk_fwd	2054
H706	1	kmer22	2207355	2207304	2205250	2205118	intact_k	intactk_rev	2054
H707	1	kmer22	1846896	1846947	1849001	1849133	intact_k	intactk_fwd	2054
H709	1	kmer22	2254987	2254936	2252882	2252750	intact_k	intactk_rev	2054
H729	1	kmer22	1817845	1817896	1819950	1820082	intact_k	intactk_fwd	2054
H754	1	kmer22	2206568	2206517	2204463	2204331	intact_k	intactk_rev	2054
H765	0	kmer22	1898664	1898715	1900769	1900901	intact_k	intactk_fwd	2054
H775	0	kmer22	1868798	1868849	1870903	1871035	intact_k	intactk_fwd	2054
H782	1	kmer22	1900746	1900797	1902851	1902983	intact_k	intactk_fwd	2054
H784	1	kmer22	2137851	2137800	2135746	2135614	intact_k	intactk_rev	2054
H787	1	kmer22	1847921	1847972	1850026	1850158	intact_k	intactk_fwd	2054
H800	1	kmer22	1866710	1866761	1868815	1868947	intact_k	intactk_fwd	2054
H806	1	kmer22	2206850	2206799	2204745	2204613	intact_k	intactk_rev	2054
H810	0	kmer22	1815745	1815796	2131496	2131364	mv&flp	NA	315568
H811	0	kmer22	1901807	1901858	1903912	1904044	intact_k	intactk_fwd	2054
H812	0	kmer22	1868804	1868855	1870909	1871041	intact_k	intactk_fwd	2054
H813	0	kmer22	1868799	1868850	1870904	1871036	intact_k	intactk_fwd	2054
H814	1	kmer22	1846882	1846933	1848987	1849119	intact_k	intactk_fwd	2054
H834	1	kmer22	1850031	1850082	1852136	1852268	intact_k	intactk_fwd	2054
H849	0	kmer22	2293654	2293603	2291549	2291417	intact_k	intactk_rev	2054
H851	0	kmer22	1868800	1868851	1870905	1871037	intact_k	intactk_fwd	2054
H852	1	kmer22	1899707	1899758	1901812	1901944	intact_k	intactk_fwd	2054
H853	1	kmer22	1900759	1900810	1902864	1902996	intact_k	intactk_fwd	2054
H864	0	kmer22	1868802	1868853	1870907	1871039	intact_k	intactk_fwd	2054
H866	0	kmer22	1901814	1901865	1903919	1904051	intact_k	intactk_fwd	2054
H876	1	kmer22	2154803	2154752	2152698	2152566	intact_k	intactk_rev	2054
H877	1	kmer22	2154801	2154750	2152696	2152564	intact_k	intactk_rev	2054
H878	1	kmer22	1816797	1816848	1818902	1819034	intact_k	intactk_fwd	2054
H883	0	kmer22	1901810	1901861	1903915	1904047	intact_k	intactk_fwd	2054
H902	1	kmer22	1815746	1815797	1817851	1817983	intact_k	intactk_fwd	2054
H910	1	kmer22	1903903	1903954	1906008	1906140	intact_k	intactk_fwd	2054
H911	0	kmer22	1815741	1815792	2131486	2131354	mv&flp	NA	315562
H915	0	kmer22	2154786	2154735	2152681	2152549	intact_k	intactk_rev	2054
H920	1	kmer22	2208941	2208890	2206836	2206704	intact_k	intactk_rev	2054
I069	0	kmer22	1899718	1899769	1901823	1901955	intact_k	intactk_fwd	2054
I072	0	kmer22	1901782	1901833	1903886	1904018	intact_k	intactk_fwd	2053
I080	0	kmer22	1901803	1901854	1903908	1904040	intact_k	intactk_fwd	2054
I089	0	kmer22	1904954	1905005	1907059	1907191	intact_k	intactk_fwd	2054
I106	0	kmer22	1898665	1898716	1900770	1900902	intact_k	intactk_fwd	2054
I110	1	kmer22	1848984	1849035	1851089	1851221	intact_k	intactk_fwd	2054
I111	0	kmer22	1815747	1815798	2131492	2131360	mv&flp	NA	315562
I112	0	kmer22	1815748	1815799	2131493	2131361	mv&flp	NA	315562
I113	1	kmer22	2205508	2205457	2203403	2203271	intact_k	intactk_rev	2054
I120	0	kmer22	1898672	1898723	1900777	1900909	intact_k	intactk_fwd	2054
I127	0	kmer22	2153730	2153679	2151625	2151493	intact_k	intactk_rev	2054
I136	1	kmer22	2153752	2153701	2151647	2151515	intact_k	intactk_rev	2054
I150	0	kmer22	1815745	1815796	2131490	2131358	mv&flp	NA	315562
I182	0	kmer22	1902866	1902917	1904971	1905103	intact_k	intactk_fwd	2054
I187	0	kmer22	1868805	1868856	1870910	1871042	intact_k	intactk_fwd	2054
I188	1	kmer22	1901720	1901771	1903825	1903957	intact_k	intactk_fwd	2054
I223	1	kmer22	1851036	1851087	1853141	1853273	intact_k	intactk_fwd	2054
I228	0	kmer22	2155852	2155801	2153747	2153615	intact_k	intactk_rev	2054
I238	1	kmer22	2207898	2207847	2205793	2205661	intact_k	intactk_rev	2054
I257	0	kmer22	2294702	2294651	2292597	2292465	intact_k	intactk_rev	2054
I259	0	kmer22	1899714	1899765	1901819	1901951	intact_k	intactk_fwd	2054
I263	0	kmer22	2294705	2294654	2292600	2292468	intact_k	intactk_rev	2054
I270	0	kmer22	2293668	2293617	2291563	2291431	intact_k	intactk_rev	2054
I271	1	kmer22	2210764	2210713	2208659	2208527	intact_k	intactk_rev	2054
I273	0	kmer22	1901650	1901701	1903755	1903887	intact_k	intactk_fwd	2054
I289	1	kmer22	1900758	1900809	1902863	1902995	intact_k	intactk_fwd	2054
I318	0	kmer22	1816798	1816849	2132543	2132411	mv&flp	NA	315562
I323	0	kmer22	1814690	1814741	2131484	2131352	mv&flp	NA	316611
I331	1	kmer22	2174512	2174461	2172407	2172275	intact_k	intactk_rev	2054
I344	0	kmer22	2247322	2247373	2273221	2273353	intact_k	intactk_fwd	25848
I350	0	kmer22	1815749	1815800	2131494	2131362	mv&flp	NA	315562
I351	1	kmer22	2208952	2208901	2206847	2206715	intact_k	intactk_rev	2054
I372	0	kmer22	1845786	1845837	1847891	1848023	intact_k	intactk_fwd	2054
I373	0	kmer22	1868256	1868307	1870361	1870493	intact_k	intactk_fwd	2054
I375	1	kmer22	1851076	1851127	1853181	1853313	intact_k	intactk_fwd	2054
I379	0	kmer22	1815755	1815806	2131500	2131368	mv&flp	NA	315562
I382	0	kmer22	1818820	1818871	2134565	2134433	mv&flp	NA	315562
I385	0	kmer22	1816814	1816865	2132565	2132433	mv&flp	NA	315568
I386	0	kmer22	1847953	1848004	1850058	1850190	intact_k	intactk_fwd	2054
I387	0	kmer22	1816796	1816847	2132547	2132415	mv&flp	NA	315568
I420	1	kmer22	1902847	1902898	1904952	1905084	intact_k	intactk_fwd	2054
I439	0	kmer22	2124701	2124650	1808958	1809090	mv&flp	NA	315560
I452	0	kmer22	1901813	1901864	1903918	1904050	intact_k	intactk_fwd	2054
I461	0	kmer22	1816819	1816870	2132564	2132432	mv&flp	NA	315562
I462	0	kmer22	1869845	1869896	1871950	1872082	intact_k	intactk_fwd	2054
I464	0	kmer22	1816795	1816846	2132540	2132408	mv&flp	NA	315562
I468	0	kmer22	1899714	1899765	1901819	1901951	intact_k	intactk_fwd	2054
I476	0	kmer22	2123650	2123599	1808954	1809086	mv&flp	NA	314513
I480	1	kmer22	1817847	1817898	1819952	1820084	intact_k	intactk_fwd	2054
I483	0	kmer22	1818897	1818948	2133593	2133461	mv&flp	NA	314513
I496	0	kmer22	2123654	2123603	1808958	1809090	mv&flp	NA	314513
I498	0	kmer22	1868802	1868853	1870907	1871039	intact_k	intactk_fwd	2054
I518	0	kmer22	1899714	1899765	1901819	1901951	intact_k	intactk_fwd	2054
I521	0	kmer22	1817845	1817896	2132541	2132409	mv&flp	NA	314513
I538	1	kmer22	1899991	1900042	1902096	1902228	intact_k	intactk_fwd	2054
I539	1	kmer22	1899990	1900041	1902095	1902227	intact_k	intactk_fwd	2054
I598	1	kmer22	2208944	2208893	2206839	2206707	intact_k	intactk_rev	2054
I602	0	kmer22	1817846	1817897	2133591	2133459	mv&flp	NA	315562
I623	0	kmer22	1899699	1899750	1901804	1901936	intact_k	intactk_fwd	2054
I646	1	kmer22	1792498	1792549	1794603	1794735	intact_k	intactk_fwd	2054
I656	1	kmer22	2206569	2206518	2204464	2204332	intact_k	intactk_rev	2054
I669	1	kmer22	1848102	1848153	1850207	1850339	intact_k	intactk_fwd	2054
I692	0	kmer22	1899712	1899763	1901817	1901949	intact_k	intactk_fwd	2054
I705	0	kmer22	1899711	1899762	1901816	1901948	intact_k	intactk_fwd	2054
I707	1	kmer22	1363317	1363266	1361212	1361080	intact_k	intactk_rev	2054
I728	0	kmer22	1845788	1845839	1847893	1848025	intact_k	intactk_fwd	2054
I735	0	kmer22	1815743	1815794	2131497	2131365	mv&flp	NA	315571
I743	0	kmer22	2302247	2302196	2300142	2300010	intact_k	intactk_rev	2054
I751	1	kmer22	1850036	1850087	1852141	1852273	intact_k	intactk_fwd	2054
I752	1	kmer22	1902444	1902495	1904549	1904681	intact_k	intactk_fwd	2054
I754	0	kmer22	1819586	1819637	2135331	2135199	mv&flp	NA	315562
I755	0	kmer22	2156901	2156850	2154796	2154664	intact_k	intactk_rev	2054
I762	0	kmer22	1901809	1901860	1903914	1904046	intact_k	intactk_fwd	2054
I763	0	kmer22	1900760	1900811	1902865	1902997	intact_k	intactk_fwd	2054
I859	0	kmer22	1817844	1817895	2132540	2132408	mv&flp	NA	314513
I892	0	kmer22	2252575	2252524	2250470	2250338	intact_k	intactk_rev	2054
I896	1	kmer22	2252573	2252522	2250468	2250336	intact_k	intactk_rev	2054
I915	0	kmer22	1900763	1900814	1902868	1903000	intact_k	intactk_fwd	2054
I945	0	kmer22	1817840	1817891	2134628	2134496	mv&flp	NA	316605
I955	0	kmer22	1816976	1817027	2131672	2131540	mv&flp	NA	314513
I958	0	kmer22	1816804	1816855	2132549	2132417	mv&flp	NA	315562
I959	0	kmer22	1868798	1868849	1870903	1871035	intact_k	intactk_fwd	2054
I965	0	kmer22	1869850	1869901	1871955	1872087	intact_k	intactk_fwd	2054
I968	0	kmer22	2260659	2260608	1945963	1946095	mv&flp	NA	314513
I976	0	kmer22	2294706	2294655	2292601	2292469	intact_k	intactk_rev	2054
I977	0	kmer22	2209716	2209665	2207611	2207479	intact_k	intactk_rev	2054
I978	0	kmer22	1901812	1901863	1903917	1904049	intact_k	intactk_fwd	2054
I998	0	kmer22	1818025	1818076	2133770	2133638	mv&flp	NA	315562
J010	0	kmer22	1816741	1816792	2132492	2132360	mv&flp	NA	315568
J013	0	kmer22	1815747	1815798	2131492	2131360	mv&flp	NA	315562
J014	0	kmer22	1817825	1817876	2133576	2133444	mv&flp	NA	315568
J016	0	kmer22	2206552	2206501	2204447	2204315	intact_k	intactk_rev	2054
J019	0	kmer22	2173943	2173994	2176048	2176180	intact_k	intactk_fwd	2054
J022	0	kmer22	1869851	1869902	1871956	1872088	intact_k	intactk_fwd	2054
J023	0	kmer22	1869849	1869900	1871954	1872086	intact_k	intactk_fwd	2054
J024	1	kmer22	2210759	2210708	2208654	2208522	intact_k	intactk_rev	2054
J027	0	kmer22	1900757	1900808	1902862	1902994	intact_k	intactk_fwd	2054
J038	0	kmer22	1817860	1817911	2133599	2133467	mv&flp	NA	315556
J066	0	kmer22	1816794	1816845	2132545	2132413	mv&flp	NA	315568
J068	0	kmer22	1816794	1816845	2132545	2132413	mv&flp	NA	315568
J072	0	kmer22	1902864	1902915	1904969	1905101	intact_k	intactk_fwd	2054
J073	0	kmer22	1902863	1902914	1904968	1905100	intact_k	intactk_fwd	2054
J074	0	kmer22	1868801	1868852	1870906	1871038	intact_k	intactk_fwd	2054
J076	0	kmer22	1868813	1868864	1870918	1871050	intact_k	intactk_fwd	2054
J077	0	kmer22	2125742	2125691	1811032	1811164	mv&flp	NA	314527
J078	0	kmer22	1897372	1897423	1899477	1899609	intact_k	intactk_fwd	2054
J083	0	kmer22	1858045	1858096	2174849	2174717	mv&flp	NA	316621
J085	0	kmer22	2007318	2007369	2323063	2322931	mv&flp	NA	315562
J090	0	kmer22	1816793	1816844	2132537	2132405	mv&flp	NA	315561
J091	0	kmer22	1816797	1816848	2132542	2132410	mv&flp	NA	315562
J092	0	kmer22	1848966	1849017	1851071	1851203	intact_k	intactk_fwd	2054
J094	0	kmer22	1865051	1865102	1867156	1867288	intact_k	intactk_fwd	2054
J098	1	kmer22	2210783	2210732	2208678	2208546	intact_k	intactk_rev	2054
J100	0	kmer22	1818025	1818076	2133770	2133638	mv&flp	NA	315562
J107	0	kmer22	1816792	1816843	2132537	2132405	mv&flp	NA	315562
J110	0	kmer22	1816797	1816848	2132542	2132410	mv&flp	NA	315562
J115	0	kmer22	2123666	2123615	1810009	1810141	mv&flp	NA	313474
J120	0	kmer22	1817843	1817894	2133588	2133456	mv&flp	NA	315562
J122	0	kmer22	1816969	1817020	2132711	2132579	mv&flp	NA	315559
J129	0	kmer22	1816961	1817012	2132703	2132571	mv&flp	NA	315559
J139	0	kmer22	1818968	1819019	2134712	2134580	mv&flp	NA	315561
J148	0	kmer22	2188996	2188945	2186891	2186759	intact_k	intactk_rev	2054
J151	0	kmer22	1869824	1869875	1871929	1872061	intact_k	intactk_fwd	2054
J153	0	kmer22	1816789	1816840	2132531	2132399	mv&flp	NA	315559
J154	0	kmer22	1816791	1816842	2132532	2132400	mv&flp	NA	315558
J155	0	kmer22	1816796	1816847	2132541	2132409	mv&flp	NA	315562
J161	0	kmer22	1816798	1816849	2132539	2132407	mv&flp	NA	315558
J162	0	kmer22	1900752	1900803	1902857	1902989	intact_k	intactk_fwd	2054
J165	0	kmer22	2210770	2210719	2208665	2208533	intact_k	intactk_rev	2054
J170	0	kmer22	1816788	1816839	2131481	2131349	mv&flp	NA	314510
J171	0	kmer22	1868790	1868841	1870895	1871027	intact_k	intactk_fwd	2054
J172	0	kmer22	1845775	1845826	1847880	1848012	intact_k	intactk_fwd	2054
J173	0	kmer22	1816784	1816835	2131477	2131345	mv&flp	NA	314510
J174	0	kmer22	1816973	1817024	2131669	2131537	mv&flp	NA	314513
J175	0	kmer22	2124710	2124659	1808965	1809097	mv&flp	NA	315562
J178	0	kmer22	1815743	1815794	2132537	2132405	mv&flp	NA	316611
J184	0	kmer22	1898661	1898712	1900766	1900898	intact_k	intactk_fwd	2054
J185	0	kmer22	1815741	1815792	2130445	2130313	mv&flp	NA	314521
J191	0	kmer22	2154794	2154743	2152689	2152557	intact_k	intactk_rev	2054
J192	0	kmer22	1902866	1902917	1904971	1905103	intact_k	intactk_fwd	2054
J193	0	kmer22	1815746	1815797	2131489	2131357	mv&flp	NA	315560
J194	0	kmer22	1816797	1816848	2131493	2131361	mv&flp	NA	314513
J196	0	kmer22	1992686	1992737	2307382	2307250	mv&flp	NA	314513
J197	0	kmer22	1815741	1815792	2132535	2132403	mv&flp	NA	316611
J199	0	kmer22	1816973	1817024	2131667	2131535	mv&flp	NA	314511
J201	0	kmer22	1814746	1814797	2129442	2129310	mv&flp	NA	314513
J203	0	kmer22	1816791	1816842	2132536	2132404	mv&flp	NA	315562
J205	0	kmer22	1868752	1868803	1870857	1870989	intact_k	intactk_fwd	2054
J206	0	kmer22	2209727	2209676	2207622	2207490	intact_k	intactk_rev	2054
J207	0	kmer22	2297863	2297812	1981082	1981214	mv&flp	NA	316598
J208	0	kmer22	1817841	1817892	2133585	2133453	mv&flp	NA	315561
J209	0	kmer22	1868780	1868831	1870885	1871017	intact_k	intactk_fwd	2054
J210	0	kmer22	2209721	2209670	2207616	2207484	intact_k	intactk_rev	2054
J226	0	kmer22	1816766	1816817	2132504	2132372	mv&flp	NA	315555
J233	0	kmer22	1868789	1868840	1870894	1871026	intact_k	intactk_fwd	2054
