sseqid	mystart	myend	merge
H784	3752549	3753601	NA
H784	3761330	3762382	NA
H784	3780250	3781302	NA
H784	3791480	3792532	NA
H784	3811584	3812636	NA
H784	3820890	3821942	NA
H784	3850632	3851679	NA
H784	3864662	3865714	NA
H784	3878357	3879409	NA
H784	3907233	3907463	NA
H784	3908150	3909202	NA
H784	3916801	3917853	NA
H784	3925342	3926394	NA
H784	3954248	3955300	NA
H784	4005680	4005950	NA
H784	4028568	4029620	NA
H784	4033983	4036084	merged_IS
H784	4069324	4070376	NA
H784	4081049	4082101	NA
H778	27283	28335	NA
H778	34524	35576	NA
H778	43562	44614	NA
H778	50040	51092	NA
H778	57498	58550	NA
H778	68984	70036	NA
H778	77635	78687	NA
H778	79374	79604	NA
H778	107428	108480	NA
H778	121123	122175	NA
H778	135158	136205	NA
H778	164896	165948	NA
H778	174202	175254	NA
H778	194306	195358	NA
H778	205536	206588	NA
H778	224456	225508	NA
H778	233237	234289	NA
H778	235323	236375	NA
H778	265474	266526	NA
H778	277143	278195	NA
H778	285976	287028	NA
H778	300555	301607	NA
H778	301971	303023	NA
H778	330285	331337	NA
H778	354921	355973	NA
H778	365307	366354	NA
H778	390860	391907	NA
H778	401058	402105	NA
H778	412389	413441	NA
H778	421054	422100	NA
H778	430224	431275	NA
H778	468402	469454	NA
H778	481252	482304	NA
H778	495489	496541	NA
H778	507251	508302	NA
H778	517965	519017	NA
H778	520305	521357	NA
H778	538374	539426	NA
H778	554162	555208	NA
H778	561499	562551	NA
H778	573276	574327	NA
H778	575880	576932	NA
H778	619616	620668	NA
H778	628712	629764	NA
H778	636646	637698	NA
H778	652544	653596	NA
H778	672508	673560	NA
H778	735260	736312	NA
H778	739689	740741	NA
H778	748769	749815	NA
H778	753204	754256	NA
H778	761294	762346	NA
H778	772274	773326	NA
H778	785054	786106	NA
H778	808904	811005	merged_IS
H778	816542	817594	NA
H778	818941	819993	NA
H778	868035	869087	NA
H778	902008	903060	NA
H778	921589	922641	NA
H778	929869	930921	NA
H778	961741	962793	NA
H778	1004106	1005158	NA
H778	1021816	1022867	NA
H778	1028102	1029153	NA
H778	1042761	1043813	merged_IS
H778	1053301	1054353	NA
H778	1057905	1058957	NA
H778	1060717	1061769	NA
H778	1066150	1067202	NA
H778	1073472	1074518	NA
H778	1080180	1081232	NA
H778	1085144	1086196	NA
H778	1087483	1088534	NA
H778	1097090	1098142	NA
H778	1105185	1106236	NA
H778	1128427	1129479	NA
H778	1133032	1134084	NA
H778	1143527	1144579	NA
H778	1168835	1169887	NA
H778	1184261	1185313	NA
H778	1193339	1194391	NA
H778	1214543	1215595	NA
H778	1239420	1240471	NA
H778	1246791	1247843	NA
H778	1263244	1264291	NA
H778	1298569	1299620	NA
H778	1320604	1322705	merged_IS
H778	1326715	1327767	NA
H778	1348537	1349589	NA
H778	1352970	1354022	NA
H778	1355877	1356929	NA
H778	1357468	1358520	NA
H778	1366433	1367485	NA
H778	1412322	1413374	NA
H778	1447163	1448215	NA
H778	1453501	1454553	NA
H778	1465781	1466833	NA
H778	1492429	1493481	NA
H778	1497214	1498266	NA
H778	1499392	1500444	NA
H778	1514851	1515903	NA
H778	1543847	1544899	NA
H778	1558110	1559162	NA
H778	1562230	1563282	NA
H778	1578697	1579749	NA
H778	1600001	1601053	NA
H778	1609326	1610378	NA
H778	1646124	1647176	NA
H778	1649554	1650606	NA
H778	1654335	1655387	NA
H778	1670306	1671353	NA
H778	1691997	1693049	NA
H778	1700713	1701765	NA
H778	1708960	1710012	NA
H778	1723322	1724374	NA
H778	1730847	1731899	NA
H778	1752394	1753446	NA
H778	1754105	1754513	NA
H778	1795361	1796412	NA
H778	1809423	1810475	NA
H778	1845287	1846338	NA
H778	1871163	1872215	NA
H778	1905150	1906202	NA
H778	1914646	1915698	NA
H778	1939711	1941812	merged_IS
H778	1947434	1948486	NA
H778	1983269	1984321	NA
H778	2001957	2003009	NA
H778	2003129	2004181	NA
H778	2015678	2016730	NA
H778	2016733	2017769	NA
H778	2033955	2035007	NA
H778	2035456	2037557	merged_IS
H778	2057202	2059303	merged_IS
H778	2065172	2066224	NA
H778	2077225	2079326	merged_IS
H778	2108499	2110600	merged_IS
H778	2145801	2146853	NA
H778	2147784	2148836	NA
H778	2162030	2163081	NA
H778	2200086	2201138	NA
H778	2210399	2211451	NA
H778	2224851	2226952	merged_IS
H778	2248788	2249840	NA
H778	2257361	2258413	NA
H778	2297425	2298477	NA
H778	2304731	2305783	NA
H778	2331596	2332648	NA
H778	2359003	2360055	NA
H778	2406074	2407125	NA
H778	2439486	2440538	NA
H778	2467633	2468685	NA
H778	2480106	2481152	NA
H778	2501123	2501263	merged_IS
H778	2504996	2506048	NA
H778	2538759	2539811	NA
H778	2550881	2552982	merged_IS
H778	2558476	2559528	NA
H778	2562187	2563239	NA
H778	2605418	2606470	NA
H778	2639906	2640958	NA
H778	2666962	2668009	NA
H778	2671069	2672121	NA
H778	2700033	2701085	NA
H778	2716367	2717419	NA
H778	2725757	2726809	NA
H778	2734396	2735448	NA
H778	2790117	2791169	NA
H778	2815239	2816291	NA
H778	2834585	2836686	merged_IS
H778	2855472	2856524	NA
H778	2872773	2873875	merged_IS
H778	2876030	2877082	NA
H778	2894769	2895821	NA
H778	2899220	2900266	NA
H778	2926872	2927924	NA
H778	2935403	2936455	NA
H778	2940238	2941290	NA
H778	2956341	2957393	NA
H778	2970922	2971974	NA
H778	3006154	3007206	NA
H778	3015218	3016264	NA
H778	3027954	3029006	NA
H778	3055017	3056069	NA
H778	3075470	3076522	NA
H778	3095843	3096895	NA
H778	3099599	3100651	NA
H778	3114057	3115110	NA
H778	3117761	3118813	NA
H778	3139459	3140511	NA
H778	3150022	3151074	NA
H778	3190496	3191548	NA
H778	3198335	3199382	NA
H778	3231931	3232983	NA
H778	3237518	3238570	NA
H778	3274921	3275967	NA
H778	3290164	3291216	NA
H778	3294032	3295084	NA
H778	3300085	3301137	NA
H778	3304142	3305194	NA
H778	3316380	3317432	NA
H778	3332120	3333167	NA
H778	3362911	3363963	NA
H778	3370259	3371311	NA
H778	3374096	3375147	NA
H778	3386163	3387215	NA
H778	3402689	3403741	NA
H778	3415542	3416594	NA
H778	3431633	3432685	NA
H778	3462014	3463066	NA
H778	3488395	3490496	merged_IS
H778	3499872	3500924	NA
H778	3529927	3530979	NA
H778	3577166	3578213	NA
H778	3586531	3587583	NA
H778	3603868	3605969	merged_IS
H778	3622112	3623164	NA
H778	3658163	3660264	merged_IS
H778	3704157	3706254	merged_IS
H778	3718396	3719448	NA
H778	3728832	3729884	NA
H778	3732143	3733195	NA
H778	3753263	3754315	NA
H778	3755378	3756424	NA
H778	3768194	3769246	NA
H778	3785004	3786051	NA
H778	3788137	3789188	NA
H778	3824660	3825712	NA
H778	3841689	3842741	NA
H778	3915685	3916736	NA
H778	3924225	3925277	NA
H778	3953131	3955232	merged_IS
H778	4005612	4005882	NA
H778	4028500	4029552	NA
H778	4033915	4036016	merged_IS
H778	4069256	4070308	NA
H778	4080981	4082033	NA
H771	27283	28335	NA
H771	34524	35576	NA
H771	43562	44614	NA
H771	50040	51092	NA
H771	57498	58550	NA
H771	68984	70036	NA
H771	77635	78687	NA
H771	79374	79604	NA
H771	107428	108480	NA
H771	121123	122175	NA
H771	135158	136205	NA
H771	164895	165947	NA
H771	174201	175253	NA
H771	194305	195357	NA
H771	205535	206587	NA
H771	224455	225507	NA
H771	233236	234288	NA
H771	235322	236374	NA
H771	265473	266525	NA
H771	277142	278194	NA
H771	285975	287027	NA
H771	300554	301606	NA
H771	301970	303022	NA
H771	330284	331336	NA
H771	354920	355972	NA
H771	365306	366353	NA
H771	390859	391906	NA
H771	401057	402104	NA
H771	412388	413440	NA
H771	421053	422099	NA
H771	430223	431274	NA
H771	468401	470502	merged_IS
H771	482300	483352	NA
H771	496537	497589	NA
H771	508299	509350	NA
H771	519013	520065	NA
H771	521353	522405	NA
H771	539422	540474	NA
H771	555210	556256	NA
H771	562547	563599	NA
H771	574324	575375	NA
H771	576928	577980	NA
H771	620664	621716	NA
H771	629760	630812	NA
H771	637694	638746	NA
H771	653592	654644	NA
H771	673556	674608	NA
H771	735616	736668	NA
H771	737357	738409	NA
H771	741786	742838	NA
H771	750866	751912	NA
H771	755301	756353	NA
H771	763391	764443	NA
H771	774371	775423	NA
H771	787151	788203	NA
H771	811001	813102	merged_IS
H771	818639	819691	NA
H771	821038	822090	NA
H771	870132	871184	NA
H771	904105	905157	NA
H771	923686	924738	NA
H771	931967	933019	NA
H771	963839	964891	NA
H771	1006204	1007256	NA
H771	1023914	1024965	NA
H771	1030200	1031251	NA
H771	1044859	1045911	merged_IS
H771	1055399	1056451	NA
H771	1060003	1061055	NA
H771	1062815	1063867	NA
H771	1068248	1069300	NA
H771	1075570	1076616	NA
H771	1082278	1083330	NA
H771	1087242	1088294	NA
H771	1089581	1090632	NA
H771	1099188	1100240	NA
H771	1107283	1108334	NA
H771	1130525	1131577	NA
H771	1135130	1136182	NA
H771	1145625	1146677	NA
H771	1170933	1171985	NA
H771	1186359	1187411	NA
H771	1195437	1196489	NA
H771	1216641	1217693	NA
H771	1241518	1242569	NA
H771	1248889	1249941	NA
H771	1265342	1266389	NA
H771	1300667	1301718	NA
H771	1322702	1323754	NA
H771	1327764	1328816	NA
H771	1349586	1350638	NA
H771	1354019	1355071	NA
H771	1356926	1357978	NA
H771	1358517	1359569	NA
H771	1367482	1368534	NA
H771	1413371	1414423	NA
H771	1448212	1449264	NA
H771	1454550	1455602	NA
H771	1466830	1468931	merged_IS
H771	1494527	1495579	NA
H771	1499312	1500364	NA
H771	1501490	1502542	NA
H771	1516949	1518001	NA
H771	1545945	1546997	NA
H771	1560208	1561260	NA
H771	1564328	1565380	NA
H771	1580796	1581848	NA
H771	1602100	1603152	NA
H771	1611425	1612477	NA
H771	1648223	1649275	NA
H771	1651653	1652705	NA
H771	1656434	1657486	NA
H771	1672405	1673452	NA
H771	1694147	1695199	NA
H771	1702863	1703915	NA
H771	1711110	1712162	NA
H771	1725472	1726524	NA
H771	1732997	1734049	NA
H771	1754544	1755596	NA
H771	1756255	1756663	NA
H771	1797511	1798562	NA
H771	1811573	1812625	NA
H771	1847437	1848488	NA
H771	1873313	1874365	NA
H771	1907300	1908352	NA
H771	1916796	1917848	NA
H771	1941861	1943962	merged_IS
H771	1949584	1950636	NA
H771	1985419	1986471	NA
H771	2004107	2005159	NA
H771	2005279	2006331	NA
H771	2017828	2018880	NA
H771	2018883	2019919	NA
H771	2036105	2037157	NA
H771	2037606	2038658	NA
H771	2058303	2060404	merged_IS
H771	2066273	2067325	NA
H771	2078322	2079374	NA
H771	2108547	2110648	merged_IS
H771	2129806	2130858	NA
H771	2146898	2147950	NA
H771	2148881	2149933	NA
H771	2163127	2164178	NA
H771	2201183	2202235	NA
H771	2211496	2212548	NA
H771	2225948	2228049	merged_IS
H771	2249885	2250937	NA
H771	2258458	2259510	NA
H771	2298522	2299574	NA
H771	2305828	2306880	NA
H771	2332693	2333745	NA
H771	2360100	2361152	NA
H771	2407171	2408223	NA
H771	2440584	2441636	NA
H771	2468731	2469783	NA
H771	2481204	2482250	NA
H771	2502221	2502361	merged_IS
H771	2506094	2507146	NA
H771	2539857	2540909	NA
H771	2551979	2554080	merged_IS
H771	2559574	2560626	NA
H771	2563285	2564337	NA
H771	2606516	2607568	NA
H771	2641004	2642056	NA
H771	2668060	2669107	NA
H771	2672167	2673219	NA
H771	2701131	2702183	NA
H771	2717465	2718517	NA
H771	2726855	2727907	NA
H771	2735494	2736546	NA
H771	2791215	2792267	NA
H771	2816337	2817389	NA
H771	2835683	2837784	merged_IS
H771	2856570	2857622	NA
H771	2873871	2874973	merged_IS
H771	2877128	2878180	NA
H771	2895866	2896918	NA
H771	2900317	2901363	NA
H771	2927985	2929037	NA
H771	2936516	2937568	NA
H771	2941351	2942403	NA
H771	2957454	2958506	NA
H771	3006218	3007270	NA
H771	3015282	3016328	NA
H771	3028018	3029070	NA
H771	3055081	3057182	merged_IS
H771	3076583	3077635	NA
H771	3096956	3098008	NA
H771	3100712	3101764	NA
H771	3115170	3116223	NA
H771	3118874	3119926	NA
H771	3140572	3141624	NA
H771	3151135	3152187	NA
H771	3191609	3192661	NA
H771	3199448	3200495	NA
H771	3233044	3234096	NA
H771	3238631	3239683	NA
H771	3276034	3277080	NA
H771	3291277	3292329	NA
H771	3295145	3296197	NA
H771	3301198	3302250	NA
H771	3305255	3306307	NA
H771	3317493	3318545	NA
H771	3333233	3334280	NA
H771	3364024	3365076	NA
H771	3371372	3372424	NA
H771	3375209	3376260	NA
H771	3387276	3388328	NA
H771	3403802	3404854	NA
H771	3416655	3417707	NA
H771	3432746	3433798	NA
H771	3463128	3464180	NA
H771	3489509	3491610	merged_IS
H771	3500986	3502038	NA
H771	3531041	3532093	NA
H771	3578280	3579327	NA
H771	3587645	3588697	NA
H771	3604982	3607083	merged_IS
H771	3623226	3624278	NA
H771	3659278	3660330	NA
H771	3704223	3706320	merged_IS
H771	3718462	3719514	NA
H771	3728898	3729950	NA
H771	3732209	3733261	NA
H771	3753329	3754381	NA
H771	3755444	3756490	NA
H771	3768260	3769312	NA
H771	3785070	3786117	NA
H771	3788203	3789254	NA
H771	3824726	3825778	NA
H771	3841755	3842807	NA
H771	3915751	3916802	NA
H771	3924291	3925343	NA
H771	3953197	3954249	NA
H771	4004629	4004899	NA
H771	4027517	4028569	NA
H771	4032932	4035033	merged_IS
H771	4068273	4069325	NA
H771	4079998	4081050	NA
H765	27283	28335	NA
H765	34524	35576	NA
H765	43562	44614	NA
H765	50040	51092	NA
H765	57498	58550	NA
H765	68984	70036	NA
H765	77635	78687	NA
H765	79374	79604	NA
H765	107428	108480	NA
H765	121123	122175	NA
H765	135158	136205	NA
H765	164894	165946	NA
H765	174200	175252	NA
H765	194304	195356	NA
H765	205534	206586	NA
H765	224454	225506	NA
H765	233235	234287	NA
H765	235321	236373	NA
H765	265472	266524	NA
H765	277141	278193	NA
H765	285974	287026	NA
H765	300553	301605	NA
H765	301969	303021	NA
H765	330283	331335	NA
H765	354919	355971	NA
H765	365305	366352	NA
H765	390858	391905	NA
H765	401056	402103	NA
H765	412387	413439	NA
H765	421052	422098	NA
H765	430222	431273	NA
H765	447416	449517	merged_IS
H765	465802	466854	NA
H765	475172	476219	NA
H765	522406	523458	NA
H765	552461	553513	NA
H765	562889	564990	merged_IS
H765	590319	591371	NA
H765	620699	621751	NA
H765	636790	637842	NA
H765	649643	650695	NA
H765	666169	667221	NA
H765	678237	679288	NA
H765	682073	683125	NA
H765	689421	690473	NA
H765	720217	721264	NA
H765	735952	737004	NA
H765	748190	749242	NA
H765	752247	753299	NA
H765	758300	759352	NA
H765	762168	763220	NA
H765	777417	778463	NA
H765	814814	815866	NA
H765	820401	821453	NA
H765	854002	855049	NA
H765	861836	862888	NA
H765	902310	903362	NA
H765	912873	913925	NA
H765	934571	935623	NA
H765	938274	939327	NA
H765	952733	953785	NA
H765	956489	957541	NA
H765	976862	977914	NA
H765	997320	998372	NA
H765	1024383	1025435	NA
H765	1037125	1038171	NA
H765	1046183	1047235	NA
H765	1094947	1095999	NA
H765	1111050	1112102	NA
H765	1115885	1116937	NA
H765	1124416	1125468	NA
H765	1152090	1153136	NA
H765	1156535	1157587	NA
H765	1175272	1176324	NA
H765	1178479	1179581	merged_IS
H765	1195830	1196882	NA
H765	1215668	1217769	merged_IS
H765	1236063	1237115	NA
H765	1261185	1262237	NA
H765	1316906	1317958	NA
H765	1325545	1326597	NA
H765	1334935	1335987	NA
H765	1351269	1352321	NA
H765	1380233	1381285	NA
H765	1384345	1385392	NA
H765	1411396	1412448	NA
H765	1445884	1446936	NA
H765	1489115	1490167	NA
H765	1492826	1493878	NA
H765	1499372	1501473	merged_IS
H765	1512543	1513595	NA
H765	1546306	1547358	NA
H765	1551091	1552143	NA
H765	1553269	1554321	NA
H765	1568728	1569780	NA
H765	1597724	1598776	NA
H765	1611987	1613039	NA
H765	1616107	1617159	NA
H765	1632575	1633627	NA
H765	1653879	1654931	NA
H765	1663204	1664256	NA
H765	1700002	1701054	NA
H765	1703432	1704484	NA
H765	1708213	1709265	NA
H765	1724184	1725231	NA
H765	1745926	1746978	NA
H765	1754642	1755694	NA
H765	1762889	1763941	NA
H765	1777251	1778303	NA
H765	1784776	1785828	NA
H765	1806323	1807375	NA
H765	1808034	1808442	NA
H765	1849290	1850341	NA
H765	1863352	1864404	NA
H765	1899216	1900267	NA
H765	1925092	1926144	NA
H765	1959079	1960131	NA
H765	1968575	1969627	NA
H765	1993640	1995741	merged_IS
H765	2001363	2002415	NA
H765	2037198	2038250	NA
H765	2055886	2056938	NA
H765	2057058	2058110	NA
H765	2069607	2070659	NA
H765	2070662	2071698	NA
H765	2087884	2088936	NA
H765	2089385	2090437	NA
H765	2110082	2112183	merged_IS
H765	2118052	2119104	NA
H765	2130105	2131157	NA
H765	2160330	2162431	merged_IS
H765	2197632	2198684	NA
H765	2199615	2200667	NA
H765	2213861	2214912	NA
H765	2251917	2252969	NA
H765	2262230	2263282	NA
H765	2276682	2278783	merged_IS
H765	2300619	2301671	NA
H765	2309192	2310244	NA
H765	2349256	2350308	NA
H765	2356562	2358663	merged_IS
H765	2384476	2385528	NA
H765	2411883	2412935	NA
H765	2458954	2460006	NA
H765	2492367	2493419	NA
H765	2520514	2521566	NA
H765	2526469	2527521	NA
H765	2534036	2535082	NA
H765	2555053	2555193	merged_IS
H765	2558926	2559978	NA
H765	2585574	2586626	NA
H765	2597854	2598906	NA
H765	2604192	2605244	NA
H765	2639033	2640085	NA
H765	2684922	2685974	NA
H765	2693887	2694939	NA
H765	2695478	2696530	NA
H765	2698385	2699437	NA
H765	2702818	2703870	NA
H765	2724640	2725692	NA
H765	2729702	2730754	NA
H765	2751738	2752789	NA
H765	2787067	2788114	NA
H765	2803515	2804567	NA
H765	2810887	2811938	NA
H765	2835763	2836815	NA
H765	2856967	2859068	merged_IS
H765	2867094	2868146	NA
H765	2882521	2883573	NA
H765	2907829	2908881	NA
H765	2918324	2919376	NA
H765	2922929	2923981	NA
H765	2946171	2947222	NA
H765	2954265	2955317	NA
H765	2963873	2964924	NA
H765	2966211	2967263	NA
H765	2976840	2977886	NA
H765	2984156	2985208	NA
H765	2989589	2990641	NA
H765	2992401	2993453	NA
H765	2997005	2998057	NA
H765	3007545	3007572	merged_IS
H765	3022205	3023256	NA
H765	3028491	3029542	NA
H765	3046200	3047252	NA
H765	3088565	3089617	NA
H765	3120437	3121489	NA
H765	3128718	3129770	NA
H765	3148299	3149351	NA
H765	3182272	3183324	NA
H765	3231367	3232419	NA
H765	3233766	3234818	NA
H765	3240355	3242456	merged_IS
H765	3265254	3266306	NA
H765	3278034	3279086	NA
H765	3289014	3290066	NA
H765	3297104	3298156	NA
H765	3301545	3302591	NA
H765	3310619	3311671	NA
H765	3315048	3316100	NA
H765	3377800	3378852	NA
H765	3397764	3398816	NA
H765	3413662	3414714	NA
H765	3421596	3422648	NA
H765	3430692	3431744	NA
H765	3474428	3475480	NA
H765	3477033	3478084	NA
H765	3488809	3489861	NA
H765	3496152	3497198	NA
H765	3511934	3512986	NA
H765	3530003	3531055	NA
H765	3532343	3533395	NA
H765	3543058	3544109	NA
H765	3554819	3555871	NA
H765	3569056	3570108	NA
H765	3581906	3584007	merged_IS
H765	3621134	3622186	NA
H765	3657185	3658237	NA
H765	3702130	3704227	merged_IS
H765	3716369	3717421	NA
H765	3726805	3727857	NA
H765	3730116	3731168	NA
H765	3751236	3752288	NA
H765	3753351	3754397	NA
H765	3766167	3767219	NA
H765	3782977	3784024	NA
H765	3786110	3787161	NA
H765	3822633	3824734	merged_IS
H765	3840711	3841763	NA
H765	3914707	3915758	NA
H765	3923247	3924299	NA
H765	3952153	3953205	NA
H765	4003585	4003855	NA
H765	4026473	4027525	NA
H765	4031888	4032940	NA
H765	4066180	4067232	NA
H765	4077905	4078957	NA
H754	27283	28335	NA
H754	34524	35576	NA
H754	43562	44614	NA
H754	50040	51092	NA
H754	57498	58550	NA
H754	68984	70036	NA
H754	77635	78687	NA
H754	79374	79604	NA
H754	107428	108480	NA
H754	121123	122175	NA
H754	135158	136205	NA
H754	164893	165945	NA
H754	174199	175251	NA
H754	194303	195355	NA
H754	205533	206585	NA
H754	224453	225505	NA
H754	233234	234286	NA
H754	235320	236372	NA
H754	265471	266523	NA
H754	277140	278192	NA
H754	285973	287025	NA
H754	300552	301604	NA
H754	301968	303020	NA
H754	330282	331334	NA
H754	354918	355970	NA
H754	365304	366351	NA
H754	390857	391904	NA
H754	401055	402102	NA
H754	412386	413438	NA
H754	421051	422097	NA
H754	430221	431272	NA
H754	447415	449516	merged_IS
H754	465801	466853	NA
H754	475171	476218	NA
H754	522405	523457	NA
H754	552460	553512	NA
H754	562888	564989	merged_IS
H754	590318	591370	NA
H754	620700	621752	NA
H754	636791	637843	NA
H754	649644	650696	NA
H754	666170	667222	NA
H754	678238	679289	NA
H754	682074	683126	NA
H754	689422	690474	NA
H754	720218	721265	NA
H754	735953	737005	NA
H754	748191	749243	NA
H754	752248	753300	NA
H754	758301	759353	NA
H754	762169	763221	NA
H754	777418	778464	NA
H754	814815	815867	NA
H754	820402	821454	NA
H754	854003	855050	NA
H754	861837	862889	NA
H754	902311	903363	NA
H754	912874	913926	NA
H754	934572	935624	NA
H754	938275	939328	NA
H754	952734	953786	NA
H754	956490	957542	NA
H754	976863	977915	NA
H754	997316	998368	NA
H754	1024379	1025431	NA
H754	1037121	1038167	NA
H754	1046179	1047231	NA
H754	1094943	1095995	NA
H754	1111046	1112098	NA
H754	1115881	1116933	NA
H754	1124412	1125464	NA
H754	1152086	1153132	NA
H754	1156531	1157583	NA
H754	1175269	1176321	NA
H754	1178476	1179578	merged_IS
H754	1195827	1196879	NA
H754	1215665	1217766	merged_IS
H754	1236060	1237112	NA
H754	1261182	1262234	NA
H754	1316903	1317955	NA
H754	1325542	1326594	NA
H754	1334932	1335984	NA
H754	1351266	1353367	merged_IS
H754	1381279	1382331	NA
H754	1385391	1386438	NA
H754	1412442	1413494	NA
H754	1446930	1447982	NA
H754	1490161	1491213	NA
H754	1493872	1494924	NA
H754	1500418	1502519	merged_IS
H754	1513589	1514641	NA
H754	1547352	1548404	NA
H754	1552137	1552277	merged_IS
H754	1572248	1573294	NA
H754	1584715	1585767	NA
H754	1612862	1613914	NA
H754	1646275	1647327	NA
H754	1693346	1694398	NA
H754	1720753	1721805	NA
H754	1747618	1748670	NA
H754	1754924	1755976	NA
H754	1794988	1797089	merged_IS
H754	1804610	1805662	NA
H754	1827498	1828550	NA
H754	1841950	1843002	NA
H754	1852263	1853315	NA
H754	1890320	1891371	NA
H754	1904565	1905617	NA
H754	1906548	1907600	NA
H754	1942801	1943853	NA
H754	1973026	1975127	merged_IS
H754	1986128	1987180	NA
H754	1993049	1995150	merged_IS
H754	2014795	2015847	NA
H754	2016296	2017348	NA
H754	2033534	2034570	NA
H754	2034573	2035625	NA
H754	2047122	2048174	NA
H754	2048294	2049346	NA
H754	2066982	2068034	NA
H754	2102817	2103869	NA
H754	2109491	2111592	merged_IS
H754	2135605	2136657	NA
H754	2145101	2146153	NA
H754	2179088	2180140	NA
H754	2204965	2206016	NA
H754	2240828	2241880	NA
H754	2254891	2255942	NA
H754	2296790	2297189	NA
H754	2297857	2298909	NA
H754	2319404	2320456	NA
H754	2326929	2327981	NA
H754	2341291	2342343	NA
H754	2349538	2350590	NA
H754	2358254	2359306	NA
H754	2380001	2381048	NA
H754	2395967	2397019	NA
H754	2400748	2401800	NA
H754	2404178	2405230	NA
H754	2439478	2440530	NA
H754	2448803	2449855	NA
H754	2470107	2471159	NA
H754	2486575	2487627	NA
H754	2490695	2491747	NA
H754	2504958	2506010	NA
H754	2533954	2535006	NA
H754	2549413	2550465	NA
H754	2551591	2552643	NA
H754	2556376	2557428	NA
H754	2583024	2585125	merged_IS
H754	2596353	2597405	NA
H754	2602691	2603743	NA
H754	2637532	2638584	NA
H754	2683421	2684473	NA
H754	2692386	2693438	NA
H754	2693977	2695029	NA
H754	2696884	2697936	NA
H754	2701317	2702369	NA
H754	2723139	2724191	NA
H754	2728201	2729253	NA
H754	2750237	2751288	NA
H754	2785566	2786613	NA
H754	2802014	2803066	NA
H754	2809386	2810437	NA
H754	2834262	2835314	NA
H754	2855466	2857567	merged_IS
H754	2865593	2866645	NA
H754	2881019	2882071	NA
H754	2906327	2907379	NA
H754	2916822	2917874	NA
H754	2921427	2922479	NA
H754	2944670	2945721	NA
H754	2952764	2953816	NA
H754	2962372	2963423	NA
H754	2964710	2965762	NA
H754	2975339	2976385	NA
H754	2982655	2983707	NA
H754	2988088	2989140	NA
H754	2990900	2991952	NA
H754	2995504	2996556	NA
H754	3006044	3006071	merged_IS
H754	3020704	3021755	NA
H754	3026990	3028041	NA
H754	3044699	3045751	NA
H754	3087064	3088116	NA
H754	3118936	3119988	NA
H754	3127217	3128269	NA
H754	3146798	3147850	NA
H754	3180771	3181823	NA
H754	3229866	3230918	NA
H754	3232265	3234366	merged_IS
H754	3239903	3240955	NA
H754	3263753	3264805	NA
H754	3276533	3277585	NA
H754	3287513	3288565	NA
H754	3295603	3296655	NA
H754	3300044	3301090	NA
H754	3309118	3310170	NA
H754	3313547	3314599	NA
H754	3376299	3377351	NA
H754	3396263	3397315	NA
H754	3412161	3413213	NA
H754	3420095	3421147	NA
H754	3429191	3430243	NA
H754	3472927	3473979	NA
H754	3475532	3476583	NA
H754	3487308	3488360	NA
H754	3494651	3495697	NA
H754	3510433	3511485	NA
H754	3528502	3529554	NA
H754	3530842	3531894	NA
H754	3541557	3542608	NA
H754	3553318	3554370	NA
H754	3567555	3568607	NA
H754	3580405	3582506	merged_IS
H754	3619633	3620685	NA
H754	3655684	3656736	NA
H754	3700629	3702726	merged_IS
H754	3714868	3715920	NA
H754	3725304	3726356	NA
H754	3728615	3729667	NA
H754	3749735	3750787	NA
H754	3751850	3752896	NA
H754	3764666	3765718	NA
H754	3781482	3782529	NA
H754	3784615	3785666	NA
H754	3821138	3822190	NA
H754	3838167	3839219	NA
H754	3912163	3913214	NA
H754	3920703	3921755	NA
H754	3949609	3950661	NA
H754	4001041	4001311	NA
H754	4023929	4024981	NA
H754	4029344	4031445	merged_IS
H754	4064685	4065737	NA
H754	4076410	4077462	NA
H742	27283	28335	NA
H742	34524	35576	NA
H742	43562	44614	NA
H742	50040	51092	NA
H742	57498	58550	NA
H742	68984	70036	NA
H742	77635	78687	NA
H742	79374	79604	NA
H742	107428	108480	NA
H742	121123	122175	NA
H742	135158	136205	NA
H742	164895	165947	NA
H742	174201	175253	NA
H742	194305	196406	merged_IS
H742	206584	207636	NA
H742	225504	227605	merged_IS
H742	235334	236386	NA
H742	237420	238472	NA
H742	267571	268623	NA
H742	279240	280292	NA
H742	288073	289125	NA
H742	302652	303704	NA
H742	304068	305120	NA
H742	332382	333434	NA
H742	357018	358070	NA
H742	367404	368451	NA
H742	392957	394004	NA
H742	403155	404202	NA
H742	414486	415538	NA
H742	423151	424197	NA
H742	432321	433372	NA
H742	449515	450567	NA
H742	466852	467904	NA
H742	476222	477269	NA
H742	523456	524508	NA
H742	553511	554563	NA
H742	563939	566040	merged_IS
H742	591369	592421	NA
H742	621751	622803	NA
H742	637842	638894	NA
H742	650695	651747	NA
H742	667221	668273	NA
H742	679289	680340	NA
H742	683125	684177	NA
H742	690473	691525	NA
H742	721269	722316	NA
H742	737004	738056	NA
H742	749242	750294	NA
H742	753299	754351	NA
H742	759352	760404	NA
H742	763220	764272	NA
H742	778469	779515	NA
H742	815866	816918	NA
H742	821453	822505	NA
H742	855054	856101	NA
H742	862888	863940	NA
H742	903362	904414	NA
H742	913925	914977	NA
